,carat,cut,color,clarity,depth,table,x,y,z,n_cut,n_color,n_clarity,price_predicted
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,3,4,2,4599.97
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,3,2,6,812.84
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,4,0,4,14475.02
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,1,4,2,2177.89
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,0,1,0,2807.24
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,2,2,3,10498.35
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,3,5,6,996.44
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,3,5,2,9653.27
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,2,6,5,591.69
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,3,6,2,5257.12
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,2,6,2,725.84
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,3,2,0,2835.74
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,4,1,1,9810.36
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,2,3,4,6165.3
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,3,0,1,16640.343999999997
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2,6,2,2379.49
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4,3,3,5370.62
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,4,5,1,555.1
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,3,0,1,4767.1725
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,3,1,1,15255.57
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,4,3,7,666.29
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,4,1,2,8687.18
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1,6,4,980.77
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,2,4,1,11758.55
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,1,0,1,12124.09
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,4,6,3,844.72
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,2,5,3,1757.94
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,3,5,6,1003.37
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,4,3,5,9494.19
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,2,0,2,7059.18
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,4,4,4,536.42
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,2,5,4,3067.68
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,3,2,1,617.1
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,4,5,3,1891.1
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,3,2,2,15697.72
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,4,2,4,7441.99
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,2,4,6,704.7
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,3,6,1,4895.67
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,4,5,6,908.36
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,3,3,3,596.345
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,3,6,3,370.69
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,4,2,3,2599.546666666667
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,4,5,4,1898.22
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,4,1,6,2610.18
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,4,3,6,9957.46
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,3,5,2,4433.18
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,4,3,5,1106.8016666666667
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,1,4,1,9004.82
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,2,1,1,4573.365
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,4,1,2,533.74
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,3,4,3,718.9
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,1,2,4,1666.8
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,2,1,2,14651.52
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,4,3,3,9181.44
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,2,3,5,8461.74
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,3,2,2,13723.96
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,2,0,2,1054.13
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,2,5,3,1769.8
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,2,3,3,6142.56
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,3,5,6,1043.91
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,4,3,6,941.54
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,3,2,4,681.2
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3,3,5,4425.15
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,3,2,2,8474.26
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,2,5,1,1006.68
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,4,4,1,1381.33
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,1,1,1,4163.85
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,0,3,1,1962.5
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,4,2,1,2301.02
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,4,2,7,1730.66
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,1,4,2,4411.446666666667
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,3,2,4,510.98
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3,5,1,4261.24
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,4,4,4,7705.38
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,1,5,4,2061.52
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,4,6,2,5387.72
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,2,1,5,1717.75
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,4,2,7,671.4939999999999
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,3,3,2,883.47
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,4,3,7,899.5166666666668
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,3,2,7,782.37
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,3,3,5,1972.14
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,4,3,7,8990.62
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,3,3,6,1328.21
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,4,5,4,1758.47
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,3,2,5,741.66
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,4,5,4,752.02
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,4,1,4,821.92
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3,6,2,2345.86
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,4,0,1,4663.14
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,3,2,4,510.86
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,1,2,3,2470.9
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,4,4,6,1309.45
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,4,3,4,1080.53
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,4,4,4,848.36
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,2,2,2,7653.31
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,4,5,3,880.21
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4,3,1,4295.83
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,3,3,3,8584.56
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,4,3,5,3709.48
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,3,3,2,1185.47
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,4,5,5,1244.68
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,4,4,6,1061.192
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,4,5,1,2770.5
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,4,2,1,5221.21
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,3,4,6,1246.31
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3,1,3,4160.96
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3,6,0,3820.07
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,2,5,3,1748.175
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,2,5,2,5089.8
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,4,6,5,1685.08
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,4,4,3,754.08
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,4,4,7,1253.84
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,4,5,4,1975.04
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3,6,5,3431.17
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,1,1,5,2493.745
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,1,4,3,620.17
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,2,5,3,1697.28
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,4,2,1,1169.07
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,4,3,2,1278.45
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,4,0,3,8395.15
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,4,5,5,972.56
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2,5,3,3040.84
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4,5,3,5833.06
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,2,6,2,5357.285
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,4,4,2,11032.68
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,4,4,2,470.38
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,4,3,2,713.35
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,3,6,1,5482.57
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,4,5,3,3024.78
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,3,1,0,3019.0846666666666
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,4,4,3,1706.84
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,3,4,3,6060.8
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,3,2,2,1131.38
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,1,2,1,3952.87
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,4,2,1,12209.67
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,2,3,1,4533.33
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,4,4,2,2974.285
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,3,2,3,722.38
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,4,4,3,919.22
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,4,4,3,588.3108333333333
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,1,5,1,4761.57
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3,5,3,3128.37
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,2,5,2,1392.95
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,4,5,4,1690.45
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,2,3,5,8488.28
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2,5,5,2803.72
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,4,2,3,16685.058
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,4,5,3,914.23
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,3,6,2,647.5591666666667
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,3,4,3,773.8
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,4,3,4,785.35
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,2,1,1,2151.77
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,3,5,4,742.09
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,3,4,1,2219.57
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,3,4,4,9865.6
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,4,3,7,1027.84
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,4,2,3,17418.85
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,4,2,2,1100.57
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,2,3,2,1206.98
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,4,3,2,2516.06
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,3,2,3,4950.78
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,4,3,4,1873.52
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,4,5,2,770.01
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,4,2,2,1211.12
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3,6,3,3142.95
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,4,0,3,1003.39
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,2,3,2,625.52
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,1,1,2,14460.97
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,4,5,4,1965.5
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,4,5,3,7542.88
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,4,3,6,11805.03
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,2,5,2,1356.9
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,3,4,3,861.8833333333333
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,4,5,3,2353.46
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,4,4,5,1135.0
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,4,3,3,1576.98
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,3,5,3,7982.67
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,4,4,3,8917.45
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,4,4,4,692.89
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,1,2,2,8711.1
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,3,4,2,2151.0833333333335
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,4,4,5,542.14
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,3,5,1,1596.62
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1,1,5,1732.5
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4,4,2,4004.28
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,2,5,2,6640.63
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,4,2,1,1202.28
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,1,4,2,4767.84
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,3,2,1,1118.6
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,4,3,6,939.3962857142855
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,3,3,5,11061.68
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,4,1,7,863.13
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,1,2,1,3789.02
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,1,5,1,4765.658166666666
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,1,5,2,4661.849166666667
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,3,2,4,6575.985
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,3,2,3,10272.69
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,4,3,5,2268.04
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4,3,2,4247.9
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,3,1,1,15446.4
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,2,3,2,1382.83
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,2,2,6,736.0
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,3,5,3,6443.19
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,4,5,3,1152.58
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,4,3,7,505.18
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,1,6,5,449.17
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,4,3,2,1193.8
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,1,2,1,3604.01
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3,6,4,2943.55
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,2,3,1,6569.43
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,2,3,2,432.315
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,2,2,2,8808.91
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,4,3,3,664.834
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,4,6,4,2001.6516666666666
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,4,6,2,961.23
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,4,3,2,892.13
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,2,1,3,16988.48
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,4,3,5,845.1400000000001
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,0,1,2,3026.97
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,4,5,2,572.11
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,1,0,4,1991.15
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,1,5,1,709.0
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,3,3,2,4892.53
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,2,4,1,4425.7
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,4,1,5,3036.56
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,4,5,2,3108.57
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3,0,5,3651.18
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,1,4,3,631.02
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,4,4,1,16131.42
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,4,3,4,2304.39
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,2,6,1,5657.37
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,2,5,2,5164.16
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4,4,1,4713.08
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,1,3,2,2571.91
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,4,5,3,1085.12
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,3,4,1,965.81
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4,5,4,3443.566666666667
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,2,6,4,638.38
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3,5,3,3326.684
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,4,4,3,757.34
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,3,1,1,8865.32
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,3,1,4,5160.84
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,4,3,4,762.44
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,2,2,7,423.97
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2,2,2,2056.33
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,3,3,1,4115.44
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,1,5,7,586.34
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,3,3,5,9606.04
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2,5,2,2694.19
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,4,3,3,7480.29
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,2,0,3,1112.27
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,3,3,4,4603.45
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,2,2,1,4460.24
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,2,2,1,13734.85
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,4,5,2,558.56
547,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,3,6,2,635.3
548,1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,0,2,1,3156.4666666666662
549,1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,0,3,1,3575.41
550,0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,4,6,6,3912.49
551,1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,2,5,1,4824.32
552,1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,3,2,3,10022.58
553,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,4,5,3,1196.44
554,0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,2,3,2,1366.18
555,0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,2,1,2,685.76
556,1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,1,1,1,4418.5
557,0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,4,5,4,759.33
558,0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,3,5,3,685.79
559,0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,4,2,6,632.89
560,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,4,3,3,3236.48
561,1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,3,4,1,4384.92
562,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,2,2,2,3475.26
563,0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,4,2,7,1004.4241666666667
564,0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2,6,3,2180.04
565,0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,4,5,1,3229.13
566,1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,3,5,4,7721.29
567,0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,2,3,6,932.86
568,0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,3,5,2,2296.87
569,0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,3,0,2,1886.03
570,1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,4,1,2,4083.29
571,1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,2,2,4,10979.33
572,0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,4,6,3,904.78
573,0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,4,4,1,2571.24
574,0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,2,2,4,529.52
575,0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,4,2,1,2226.2553333333335
576,1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,2,0,1,5059.22
577,0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,4,4,3,800.69
578,0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,3,3,4,766.73
579,1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,2,3,1,5849.94
580,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,3,4,3,6425.31
581,0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,3,5,3,655.02
582,0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,4,2,1,2753.06
583,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,4,3,3,648.96
